"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.100","psrf"
"f[2,70]",0.00472896,0.09562345,0.271626,0.11471444685075,0.0891420338106637,NA,0.000511194496137269,0.6,30408,0.0104462748781618,1.00178328915836
"f[3,70]",0.00551849,0.1247035,0.320662,0.14287029031825,0.0993674165626016,NA,0.000716281291769748,0.7,19245,0.0189929649170391,1.00214652195555
"f[4,70]",0.00463804,0.12305,0.311946,0.140757771542975,0.0971122180529261,NA,0.0011694726698916,1.2,6896,0.0526517749048383,1.00225829657278
"f[5,70]",0.00600013,0.1046965,0.277569,0.120991141592,0.0863765805962266,NA,0.000466135245885187,0.5,34337,0.00438715953088085,1.00244461489562
"f[1,71]",0.00707409,0.08133915,0.206807,0.092539900367,0.0612397355530311,NA,0.00054869992245259,0.9,12457,0.0290224474598916,1.00438828692596
"f[2,71]",0.00547699,0.0882762,0.230779,0.10166022083025,0.0707525826452797,NA,0.000475883448401196,0.7,22105,0.0124167829267454,1.00304359273031
"f[3,71]",0.00720676,0.1350955,0.373535,0.1602452934074,0.118932646457501,NA,0.000756702122289189,0.6,24703,0.0120078020257402,1.00261993458881
"f[4,71]",0.00652489,0.12996,0.34585,0.15186713096425,0.110254196496509,NA,0.00110425953070611,1,9969,0.0424816504417327,1.00214730715892
"f[5,71]",0.00635066,0.1061115,0.284176,0.12399157260975,0.0900006128338506,NA,0.000553622767302336,0.6,26428,0.0127813717578283,1.00238362222588
"f[1,72]",0.00606232,0.0875898,0.213293,0.097896838021825,0.063177530578215,NA,0.000722892952021405,1.1,7638,0.0407435317078147,1.00395994402731
"f[2,72]",0.00487912,0.0853019,0.217158,0.097044447718625,0.067048810657534,NA,0.000414136582198118,0.6,26212,0.0265155663051901,1.0031232335972
"f[3,72]",0.00687571,0.134958,0.379144,0.16102812874895,0.126527018004608,NA,0.000686105797347373,0.5,34008,0.0138824026670142,1.00237883905275
"f[4,72]",0.00611496,0.1194375,0.300828,0.13553162047825,0.0921309952210397,NA,0.00120586573896797,1.3,5837,0.0596636828935571,1.00134576307621
"f[5,72]",0.00658836,0.1047785,0.279285,0.1214252993954,0.0892245681325077,NA,0.000510490731735351,0.6,30549,0.00631052859722348,1.00283283372211
"f[1,73]",0.00470135,0.08165735,0.194396,0.0912156367629,0.0577734425261258,NA,0.000917494427082434,1.6,3965,0.0702705807537963,1.00435641485324
"f[2,73]",0.0050385,0.08497505,0.220193,0.097320571666475,0.0673571276900445,NA,0.000437372105431303,0.6,23717,0.0142191921008867,1.00320006394354
"f[3,73]",0.00610925,0.120666,0.306037,0.1369727100898,0.0933240238719126,NA,0.000772361219804687,0.8,14600,0.0139674605616954,1.00225209953084
"f[4,73]",0.0051032,0.119277,0.304446,0.13640242130825,0.0936575968031158,NA,0.00113214029561751,1.2,6844,0.0589994460867098,1.00219039852056
"f[5,73]",0.00579687,0.101653,0.261219,0.11622081185875,0.0812195573828726,NA,0.000482571588469283,0.6,28327,0.0146011714547424,1.0019837660568
"f[1,74]",0.00574389,0.0863637,0.212767,0.097144199097,0.0633213119232265,NA,0.000794034810738483,1.3,6359,0.0551986062851792,1.00358979488166
"f[2,74]",0.00529777,0.0818909,0.209585,0.09347538051945,0.0644153971352992,NA,0.000447290091173114,0.7,20740,0.0261637861812694,1.00289857166669
"f[3,74]",0.00689582,0.1194165,0.30321,0.13551655560525,0.0919243906253501,NA,0.000820467135181261,0.9,12553,0.0253234900561836,1.00267448142565
"f[4,74]",0.00449652,0.1227275,0.319099,0.14177711151825,0.101227689983017,NA,0.00105256490224769,1,9249,0.0376006670034624,1.00143827265862
"f[5,74]",0.00769666,0.105566,0.279317,0.12180700774125,0.0878634508840869,NA,0.000491313268108716,0.6,31982,0.00993742360495539,1.00298519135798
"f[1,75]",0.00588154,0.0886113,0.219166,0.0996191692273,0.0660372615249434,NA,0.000686750333515628,1,9247,0.036958778696457,1.00402943708058
"f[2,75]",0.0057112,0.0838828,0.214206,0.09567469218425,0.0661728874686031,NA,0.000428342082261506,0.6,23866,0.0175646696873617,1.00315229778881
"f[3,75]",0.00828024,0.1226045,0.318799,0.1401924596855,0.0993266738835565,NA,0.000699129370129359,0.7,20184,0.0184108676043397,1.0022827244644
"f[4,75]",0.00536338,0.1229255,0.323014,0.1424998666115,0.102456751179341,NA,0.00101412317936627,1,10207,0.0413734312337208,1.00183278028739
"f[5,75]",0.00596141,0.106155,0.285382,0.12365518366925,0.0907517779556646,NA,0.000514983302624506,0.6,31054,-0.0043465786770745,1.00227174998577
"f[1,76]",0.00557861,0.0925529,0.23151,0.1043802116607,0.0709985953948718,NA,0.000598453559820603,0.8,14075,0.0409001997746674,1.00274181773756
"f[2,76]",0.00412933,0.08845685,0.234506,0.1020677087862,0.0743779399100647,NA,0.000414314061539854,0.6,32228,0.0116502059118727,1.00265388235402
"f[3,76]",0.0053796,0.1279485,0.338963,0.1476159943345,0.106932691373381,NA,0.000694938123499677,0.6,23677,0.0252042498239174,1.00240953072756
"f[4,76]",0.00771453,0.1244275,0.329368,0.1443185707945,0.104256901573871,NA,0.00104253933968008,1,10001,0.0406578307137692,1.00180793095391
"f[5,76]",0.00524867,0.109267,0.303966,0.130136197900025,0.101999384525852,NA,0.000572727162877039,0.6,31718,0.014227952673599,1.00233878721463
"f[1,77]",0.00480238,0.09606245,0.25155,0.11010957251295,0.0774361995905181,NA,0.000516976346314049,0.7,22436,0.00947560347324139,1.00315118987495
"f[2,77]",0.00509127,0.08896915,0.238451,0.102915905452125,0.07477622118451,NA,0.000414285390075346,0.6,32578,0.00507484927997364,1.00235201180793
"f[3,77]",0.00936892,0.133141,0.37111,0.157207019160625,0.119927517275773,NA,0.000714551523772772,0.6,28169,0.0152890058501615,1.00211394240544
"f[4,77]",0.0067899,0.1284075,0.345421,0.14966262681175,0.109605699720215,NA,0.00104138462652742,1,11078,0.0345681002695194,1.00209964857427
"f[5,77]",0.00429542,0.1145045,0.336162,0.139666096891075,0.115849848732619,NA,0.000688505299632323,0.6,28312,0.0192351110846373,1.00195274070425
"f[1,78]",0.00615373,0.0969972,0.256417,0.1120051458776,0.0802274248232266,NA,0.000550643757737091,0.7,21228,0.0199531263062109,1.00299965775397
"f[2,78]",0.00409325,0.0934001,0.259608,0.110633696986575,0.0846249023712934,NA,0.000449273325757958,0.5,35479,0.0102558310371442,1.00241047466981
"f[3,78]",0.00679949,0.1410535,0.425657,0.172602537562875,0.141602478380859,NA,0.00089183146102697,0.6,25210,0.0247453064038411,1.00211924286698
"f[4,78]",0.00606831,0.131606,0.357997,0.154976277184,0.115710553180126,NA,0.00104383007370704,0.9,12288,0.0414463433217223,1.00125575133181
"f[5,78]",0.00536313,0.1152075,0.340629,0.1398477041785,0.115866427287711,NA,0.000631922535902655,0.5,33619,0.00326856257901868,1.00260599683677
"f[1,79]",0.00488103,0.0964808,0.259061,0.112393400332925,0.082535763076917,NA,0.000468441354289176,0.6,31044,0.00348542308824231,1.00270879511209
"f[2,79]",0.00271305,0.09624775,0.292408,0.119165605925,0.101554138252744,NA,0.000619998027967447,0.6,26830,0.0142508600690163,1.00266996632814
"f[3,79]",0.00575286,0.137118,0.407398,0.16708694271175,0.136632434238056,NA,0.000797924304058614,0.6,29321,0.0157236027472945,1.0021631960251
"f[4,79]",0.00501157,0.1314675,0.367958,0.156581566583825,0.123545966110531,NA,0.00107648645523444,0.9,13172,0.0302032248745267,1.00234500975693
"f[5,79]",0.00579301,0.1151005,0.361066,0.1447564443455,0.127329700641932,NA,0.000850526451138239,0.7,22412,0.015789983090869,1.00150780012077
"f[1,80]",0.0051309,0.09998415,0.273885,0.11783342663225,0.0906337049102195,NA,0.000500684890693316,0.6,32768,0.01002126305057,1.00250195929789
"f[2,80]",0.00389592,0.0914158,0.256341,0.10852446071245,0.0847236222900616,NA,0.000473113061762765,0.6,32069,0.00315841220852961,1.00228974994092
"f[3,80]",0.00831279,0.1289715,0.359389,0.1518639785875,0.114249533338552,NA,0.000659789966128568,0.6,29985,0.0172371916536875,1.00188752631309
"f[4,80]",0.00599699,0.1330775,0.377036,0.160106303068925,0.129951594353319,NA,0.00106224244917486,0.8,14966,0.02203150230767,1.00233249268492
"f[5,80]",0.00531222,0.109296,0.310886,0.1302431495991,0.103316676484553,NA,0.000591286371228132,0.6,30531,0.00330380325368097,1.00228635336535
"f[1,81]",0.00523565,0.106355,0.331098,0.13258477084255,0.114357566805265,NA,0.000782990277961095,0.7,21331,0.0121330545825524,1.00297499622758
"f[2,81]",0.00412419,0.0928274,0.269352,0.11182047582255,0.0901241788276443,NA,0.00047358601113212,0.5,36215,0.0201594072578121,1.00202939605211
"f[3,81]",0.00764755,0.134842,0.396211,0.163333845302,0.131590264425028,NA,0.000806477893154664,0.6,26623,0.0135810567825604,1.00242573388623
"f[4,81]",0.00789833,0.13673,0.412734,0.16794568585185,0.140220045886991,NA,0.00113252553849011,0.8,15329,0.0277055619722906,1.00227848608012
"f[5,81]",0.00413863,0.107998,0.302603,0.128088042548,0.0973452352152709,NA,0.000524092906725705,0.5,34500,0.00607111229715913,1.00282299374845
"f[1,82]",0.00407069,0.1024475,0.300876,0.1244703273351,0.101811258043217,NA,0.000653450800783535,0.6,24275,0.0153718056593077,1.00310106072895
"f[2,82]",0.00381112,0.09496565,0.284131,0.1163158415365,0.0985835847530826,NA,0.000553301979781038,0.6,31746,0.00959436163029105,1.00189269267427
"f[3,82]",0.00605072,0.1338635,0.393313,0.163151869572,0.134491922940901,NA,0.000779594087837593,0.6,29762,0.012304989923283,1.00145772560897
"f[4,82]",0.00661419,0.139572,0.428189,0.1727960787215,0.14654499823121,NA,0.00106704583874899,0.7,18861,0.0140096351602103,1.00184608866375
"f[5,82]",0.00622459,0.11156,0.330676,0.13615224685605,0.112640465856266,NA,0.000650883173024636,0.6,29949,0.000973411519401559,1.00252030014995
"f[1,83]",0.00470811,0.1122485,0.329077,0.136675234147875,0.111012576132974,NA,0.000765091653042309,0.7,21053,0.0205063231443771,1.0024994831029
"f[2,83]",0.00425728,0.1086315,0.362468,0.140707882135025,0.129462056540151,NA,0.000926418459593487,0.7,19529,0.0216471926750465,1.00143743356462
"f[3,83]",0.00763493,0.154488,0.510138,0.1986845428515,0.175964435078627,NA,0.00125410495430927,0.7,19687,0.0187641796994825,1.00280951090367
"f[4,83]",0.00622137,0.1539005,0.510908,0.1976285345765,0.182798763115413,NA,0.00158705136498024,0.9,13267,0.0225277222367193,1.00198230490784
"f[5,83]",0.00616201,0.1249295,0.394751,0.1582472150553,0.144808672733951,NA,0.000949172515346772,0.7,23275,0.0158727295975582,1.00269894465397
"f[1,84]",0.00525636,0.1112635,0.327834,0.13573098980825,0.110130681641936,NA,0.000691712006050529,0.6,25349,0.0105538358019317,1.00354236040212
"f[2,84]",0.00430034,0.1116085,0.39379,0.1485581592885,0.144288237848345,NA,0.00117186245237347,0.8,15160,0.0298641254643927,1.00204636101749
"f[3,84]",0.00602304,0.1566045,0.52785,0.2053169867445,0.19794823641987,NA,0.00164640024157233,0.8,14455,0.0184163287787574,1.00248148110856
"f[4,84]",0.00530902,0.1596095,0.5483,0.21148056826875,0.210031757363032,NA,0.00189071796803961,0.9,12340,0.0350603750754329,1.00282565287487
"f[5,84]",0.00454435,0.131226,0.449996,0.174008457069475,0.171572516342923,NA,0.00133820997491349,0.8,16438,0.00357326795085464,1.00228573342219
"f[1,85]",0.00414522,0.113858,0.366941,0.1446118677275,0.127411288407562,NA,0.00102886248230548,0.8,15336,0.0254501943739744,1.00226938387486
"f[2,85]",0.00278914,0.1113235,0.41925,0.15488415135875,0.164054039258332,NA,0.00176384990527496,1.1,8651,0.05245214508202,1.00211531564022
"f[3,85]",0.00401884,0.1571105,0.554889,0.20917440789775,0.203215304144743,NA,0.0017336770808087,0.9,13740,0.020792160861034,1.00227676109846
"f[4,85]",0.00586418,0.157486,0.537021,0.208485641424,0.214973401345188,NA,0.00213989102179322,1,10092,0.0335178263327743,1.00250104493785
"f[5,85]",0.00603529,0.129784,0.470392,0.1772093209555,0.189034216267582,NA,0.00158398459471785,0.8,14242,0.0396533523363974,1.00118996899402
"f[1,86]",0.00456376,0.1044505,0.294356,0.125056720338,0.0974103162540565,NA,0.000566056691091029,0.6,29614,0.0169107619431621,1.0028744080567
"f[2,86]",0.00376952,0.109784,0.411099,0.150482852369,0.15195724363374,NA,0.00136420052732479,0.9,12408,0.0253869656556102,1.00135636635007
"f[3,86]",0.00691942,0.146954,0.462222,0.18533116891,0.162177382820332,NA,0.00109154322238022,0.7,22075,0.0121541797838344,1.00148510187775
"f[4,86]",0.00493042,0.161884,0.593346,0.22310176643725,0.24792209648649,NA,0.00245366451306097,1,10209,0.0382321015948544,1.00223494448028
"f[5,86]",0.00364656,0.127327,0.445518,0.171138820507775,0.171971172308627,NA,0.00149377552176041,0.9,13254,0.0231242524431783,1.001996657417
"f[1,87]",0.00485593,0.105888,0.298979,0.12646801292,0.0997279011087061,NA,0.000590181231007704,0.6,28554,0.0112718203155035,1.00228437341345
"f[2,87]",0.00412532,0.104772,0.34713,0.1343510234475,0.119965588486716,NA,0.00071369049525405,0.6,28255,0.00983189204424758,1.00222522665653
"f[3,87]",0.00600987,0.1542465,0.527505,0.2044498359015,0.195879102110719,NA,0.00162036006173941,0.8,14613,0.0319178306811693,1.00204329349006
"f[4,87]",0.00546987,0.1667405,0.652997,0.237207884417,0.27156106981476,NA,0.00281457138942493,1,9309,0.0465469879993051,1.0022486342445
"f[5,87]",0.0041523,0.1253955,0.417331,0.16287672838475,0.151488691533336,NA,0.00101380442121778,0.7,22328,0.0156753374874469,1.00117808623592
"f[1,88]",0.00535421,0.0993885,0.26363,0.115332009905175,0.0832898202224655,NA,0.000507000578267288,0.6,26988,0.012047126298117,1.00298196672111
"f[2,88]",0.00446765,0.0979312,0.281492,0.11819301307975,0.095297342759367,NA,0.000517071275354554,0.5,33967,0.0128064614917162,1.00248896953061
"f[3,88]",0.00491048,0.1475805,0.462715,0.18552295199775,0.157571273525481,NA,0.00106100267056755,0.7,22056,0.0196238464812514,1.00138836316391
"f[4,88]",0.00511551,0.1744875,0.777065,0.273138919511,0.41044097602032,NA,0.00626069108110971,1.5,4298,0.0936381870712449,1.00298333155712
"f[5,88]",0.00482047,0.131177,0.494134,0.182074452024,0.19325713239087,NA,0.0020536332379354,1.1,8856,0.0340699738439395,1.00165399099747
"f[1,89]",0.00607174,0.105667,0.296596,0.125433360837625,0.0977588794257435,NA,0.000636490191165492,0.7,23590,0.00649455116626171,1.00191948081023
"f[2,89]",0.00465426,0.0969239,0.270871,0.11492606958175,0.0878796538157249,NA,0.000455906609356505,0.5,37156,0.0166953366966903,1.00226380424312
"f[3,89]",0.00650582,0.133869,0.355084,0.1551533119604,0.112112216381517,NA,0.00065601230986536,0.6,29207,0.0166353476189211,1.00203664743852
"f[4,89]",0.00541189,0.170595,0.665704,0.24135552615855,0.271580149684922,NA,0.00312981405467318,1.2,7529,0.0581863594312314,1.00238357090403
"f[5,89]",0.00634942,0.1241125,0.394585,0.15791924953025,0.14042596659315,NA,0.000951003279699601,0.7,21804,0.015454552191144,1.00184361632756
"f[1,90]",0.00562712,0.1021315,0.275215,0.11839755220925,0.0856892556678425,NA,0.000493898147701069,0.6,30101,0.0101142155879773,1.00298806336632
"f[2,90]",0.00424352,0.09766725,0.285454,0.117810844699925,0.0950694254985475,NA,0.000546415791587457,0.6,30272,-0.000261431730343742,1.00199770554984
"f[3,90]",0.00667998,0.122226,0.306628,0.137903789822625,0.0933776740703712,NA,0.000672665430716084,0.7,19270,0.0184681684006463,1.00196221508666
"f[4,90]",0.00577943,0.152565,0.503371,0.19741883683025,0.195469537332503,NA,0.00170798603036108,0.9,13098,0.021147589216223,1.0015233249386
"f[5,90]",0.00618689,0.116629,0.352691,0.142930129682,0.116015287335585,NA,0.000636114261415547,0.5,33263,0.00753094145791435,1.00152076203822
"f[1,91]",0.00429986,0.0994472,0.267722,0.11609798599925,0.0847014742784984,NA,0.000494062973262856,0.6,29391,0.0122084862070194,1.0031213795432
"f[2,91]",0.00301196,0.101243,0.319271,0.12664926345025,0.108838564865435,NA,0.000579456244784992,0.5,35280,0.00719014859533787,1.00239228150733
"f[3,91]",0.0100845,0.135897,0.380181,0.16132039586675,0.121516952872641,NA,0.000695513735956079,0.6,30525,0.00889009329580363,1.00121672061876
"f[4,91]",0.00570784,0.143169,0.430054,0.175268511547,0.142166530284134,NA,0.00109687097291596,0.8,16799,0.0256458062414603,1.00168872660745
"f[5,91]",0.00538964,0.124856,0.419408,0.16273679325825,0.15079186111666,NA,0.00122379347622006,0.8,15182,0.0187928009065113,1.0020088519685
"f[1,92]",0.0045018,0.108414,0.331318,0.1343644170905,0.11626545534813,NA,0.000824301055340407,0.7,19894,0.0279652100451054,1.00211824398077
"f[2,92]",0.00370367,0.1123135,0.458099,0.161345451454,0.174406592073448,NA,0.00201895924432874,1.2,7462,0.0461195388016988,1.00169923808128
"f[3,92]",0.00765534,0.132006,0.365945,0.1567372485465,0.118050554774913,NA,0.000678883686210383,0.6,30237,0.00742344367218327,1.00233327993436
"f[4,92]",0.00702513,0.1494985,0.49034,0.1933294236655,0.182073249297247,NA,0.00146254634294553,0.8,15498,0.0213812809128892,1.00218182387785
"f[5,92]",0.00428909,0.112784,0.324734,0.1361306734085,0.107946626884003,NA,0.00058236639815412,0.5,34358,0.00540182420487159,1.00254890451968
"f[1,93]",0.00459934,0.1053065,0.312971,0.1288966667765,0.105754823391833,NA,0.000658160184868523,0.6,25819,0.00852396962962268,1.0026037083742
"f[2,93]",0.00314555,0.1002815,0.3184,0.126762461112425,0.109671105420176,NA,0.000704563561794738,0.6,24229,0.0171805329845746,1.00226280161023
"f[3,93]",0.00785688,0.1307885,0.368057,0.155066718881125,0.117672252953068,NA,0.000654229278403879,0.6,32351,0.00522363758702151,1.0018544548017
"f[4,93]",0.005889,0.143824,0.44695,0.1807385047765,0.158510410319971,NA,0.00131124240432175,0.8,14613,0.0315083289684616,1.00136250402993
"f[5,93]",0.00608925,0.1079765,0.299541,0.12789929805905,0.0966188651630959,NA,0.000531039534857693,0.5,33103,0.0180537762276415,1.00243944057707
"f[1,94]",0.00670681,0.1077485,0.316516,0.1301884698385,0.10252453884501,NA,0.000582288273826674,0.6,31001,0.0181192985868587,1.00248852188611
"f[2,94]",0.00303557,0.108656,0.396799,0.147761342427075,0.150788196991846,NA,0.00127649925717306,0.8,13954,0.0306178918225709,1.00174317791858
"f[3,94]",0.00667711,0.119243,0.298951,0.13487071184965,0.0909766107950703,NA,0.000713508640350786,0.8,16258,0.0269636451338348,1.0019514991625
"f[4,94]",0.00904061,0.144937,0.438165,0.1777891393445,0.144892602960181,NA,0.00114187511870447,0.8,16101,0.0269089373707145,1.00185246931057
"f[5,94]",0.00507421,0.112023,0.312949,0.1328209794515,0.100670761071167,NA,0.000576778264405224,0.6,30464,0.0129812571694046,1.00255853766949
"f[1,95]",0.00596812,0.108453,0.304507,0.12848048796725,0.0969262288948389,NA,0.000571931783798772,0.6,28721,0.0106014556995304,1.00214497489916
"f[2,95]",0.00360036,0.1225275,0.546206,0.18488961537925,0.207834805609186,NA,0.00289084597560069,1.4,5169,0.0693783821459215,1.00140809278905
"f[3,95]",0.00820988,0.1348195,0.360521,0.156264194919125,0.112237263439072,NA,0.00067010456646561,0.6,28054,0.0115072585309886,1.002192399702
"f[4,95]",0.00716198,0.164155,0.561853,0.2152598114775,0.199981868917126,NA,0.00207390079328205,1,9298,0.0413484468947547,1.00292922063223
"f[5,95]",0.00748436,0.124267,0.37407,0.153148560849075,0.126105625724992,NA,0.000734726246720379,0.6,29459,0.011063498115501,1.00223171785813
"f[1,96]",0.00575542,0.112004,0.335625,0.137590669237075,0.115921701869461,NA,0.000811193992992317,0.7,20421,0.0125952344177145,1.00267394296024
"f[2,96]",0.00377193,0.09760755,0.274734,0.11573310525575,0.0890944021224006,NA,0.0004861616836628,0.5,33585,0.00638864510897385,1.00165548275273
"f[3,96]",0.00682745,0.1333985,0.359281,0.155050686243,0.113059125907753,NA,0.000665477251750296,0.6,28863,0.0160981999532525,1.00179774184798
"f[4,96]",0.00674376,0.1403165,0.401713,0.1680245658455,0.128169191601775,NA,0.00108507053686095,0.8,13952,0.0271765976401049,1.00240674255514
