"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"rho[1,58]",0.8852996251175,0.15783299627211,0.5972568,0.881995,1.22101,1,17544
"rho[2,58]",0.9218903369125,0.10865100495824,0.74374895,0.909628,1.17942025,1,38624
"rho[3,58]",0.88323010673,0.118529181659984,0.681577925,0.8710055,1.15893,1,27712
"rho[4,58]",0.8711338439775,0.176057550955478,0.608207775,0.8446415,1.29639025,1,30135
"rho[5,58]",0.8916391231575,0.143440043695556,0.672308775,0.870492,1.2404105,1,35538
"rho[1,59]",0.9223796680525,0.162289846287481,0.6538856,0.9150675,1.27410075,1.01,22675
"rho[2,59]",0.9517647770475,0.118705372280408,0.770421925,0.9389465,1.23674025,1,24088
"rho[3,59]",0.9195997537525,0.117513506722037,0.728653625,0.9094445,1.19385025,1,15838
"rho[4,59]",0.9410688404075,0.217614847509085,0.662220525,0.904967,1.48752075,1,18673
"rho[5,59]",0.9053668789525,0.13593782552977,0.675589975,0.8946995,1.2215905,1,18080
"rho[1,60]",0.9769030606425,0.252204610889174,0.644777775,0.9352235,1.58980075,1,45323
"rho[2,60]",0.99976624648,0.176810683257136,0.773753,0.9618175,1.45891025,1,33657
"rho[3,60]",1.0419537224275,0.26195363748126,0.744717,0.975869,1.74004,1,22627
"rho[4,60]",1.1021509855325,0.398406128649776,0.67305895,0.9937975,2.1632405,1.01,13293
"rho[5,60]",0.952299597125,0.193812720030117,0.677377825,0.9172995,1.44011075,1,30649
"rho[1,61]",1.0819559159375,0.313448074702014,0.739130925,1.00303,1.878501,1,53984
"rho[2,61]",1.0270660754675,0.170971517111144,0.80495375,0.9888365,1.4663405,1,60999
"rho[3,61]",1.20934572645,0.38711883743225,0.8093089,1.0983,2.24748,1,17935
"rho[4,61]",1.01617874146,0.27270341264664,0.6512618,0.9581275,1.7041805,1,19954
"rho[5,61]",1.010447701495,0.206132181432476,0.73834085,0.966085,1.53963025,1,41373
"rho[1,62]",1.0430050959275,0.240146441892201,0.7607119,0.990656,1.63783125,1,57990
"rho[2,62]",1.028405253925,0.156662995516313,0.835065825,0.994494,1.42549025,1,47809
"rho[3,62]",1.1614290439275,0.357294250041123,0.8213069,1.05834,2.12336175,1,16751
"rho[4,62]",1.063406081985,0.307138965369089,0.6930906,0.993581,1.85521075,1,17599
"rho[5,62]",0.9914818023175,0.175390531116117,0.742061825,0.9611305,1.42682,1,31105
"rho[1,63]",1.0781389709075,0.282341671843924,0.7720559,1.009765,1.78658075,1,46564
"rho[2,63]",1.0714492061475,0.196538430754376,0.85061385,1.02137,1.59321,1,50761
